PROVINCIE,link organisatie,type org,naam,adres,postcode,plaats,posx,posY,provincie,telf,regio
noord-holland,"/zorgorganisatie/814058/ziekenhuis/amsterdam/slotervaartziekenhuis",ziekenhuis,Slotervaartziekenhuis - Amsterdam,Louwesweg 6,1066 EC ,Amsterdam,52.347485,4.824010,,,
noord-holland,"/zorgorganisatie/6796/ziekenhuis/amsterdam/vu-medisch-centrum-vumc",ziekenhuis,VU Medisch Centrum | VUMC - Amsterdam,De Boelelaan 1117,1081 HV ,Amsterdam,52.334812,4.873693,,020-4444444,
noord-holland,"/zorgorganisatie/6796/ziekenhuis/amsterdam/vu-medisch-centrum-vumc",ziekenhuis,VU Medisch Centrum | VUMC - Amsterdam,De Boelelaan 1117,1081 HV ,Amsterdam,52.334812,4.873693,,020-4444444,
noord-holland,"/zorgorganisatie/6796/ziekenhuis/amsterdam/vu-medisch-centrum-vumc",ziekenhuis,VU Medisch Centrum | VUMC - Amsterdam,De Boelelaan 1117,1081 HV ,Amsterdam,52.334812,4.873693,,020-4444444,
noord-holland,"/zorgorganisatie/6796/ziekenhuis/amsterdam/vu-medisch-centrum-vumc",ziekenhuis,VU Medisch Centrum | VUMC - Amsterdam,De Boelelaan 1117,1081 HV ,Amsterdam,52.334812,4.873693,,020-4444444,
noord-holland,"/zorgorganisatie/6796/ziekenhuis/amsterdam/vu-medisch-centrum-vumc",ziekenhuis,VU Medisch Centrum | VUMC - Amsterdam,De Boelelaan 1117,1081 HV ,Amsterdam,52.334812,4.873693,,020-4444444,
noord-holland,"/zorgorganisatie/6734/ziekenhuis/amsterdam/onze-lieve-vrouwe-gasthuis-olvg",ziekenhuis,Onze Lieve Vrouwe Gasthuis | OLVG - Amsterdam,Postbus 9,1090 HM ,Amsterdam,52.373055,4.892222,,020-5999111,
noord-holland,"/zorgorganisatie/6734/ziekenhuis/amsterdam/onze-lieve-vrouwe-gasthuis-olvg",ziekenhuis,Onze Lieve Vrouwe Gasthuis | OLVG - Amsterdam,Postbus 9,1090 HM ,Amsterdam,52.373055,4.892222,,020-5999111,
noord-holland,"/zorgorganisatie/6734/ziekenhuis/amsterdam/onze-lieve-vrouwe-gasthuis-olvg",ziekenhuis,Onze Lieve Vrouwe Gasthuis | OLVG - Amsterdam,Postbus 9,1090 HM ,Amsterdam,52.373055,4.892222,,020-5999111,
noord-holland,"/zorgorganisatie/6797/ziekenhuis/amsterdam/academisch-medisch-centrum-amc",ziekenhuis,Academisch Medisch Centrum | AMC - Amsterdam,Meibergdreef 9,1105 AZ ,Amsterdam,52.294964,4.953614,,020-5669111,
noord-holland,"/zorgorganisatie/6797/ziekenhuis/amsterdam/academisch-medisch-centrum-amc",ziekenhuis,Academisch Medisch Centrum | AMC - Amsterdam,Meibergdreef 9,1105 AZ ,Amsterdam,52.294964,4.953614,,020-5669111,
noord-holland,"/zorgorganisatie/6797/ziekenhuis/amsterdam/academisch-medisch-centrum-amc",ziekenhuis,Academisch Medisch Centrum | AMC - Amsterdam,Meibergdreef 9,1105 AZ ,Amsterdam,52.294964,4.953614,,020-5669111,
noord-holland,"/zorgorganisatie/6797/ziekenhuis/amsterdam/academisch-medisch-centrum-amc",ziekenhuis,Academisch Medisch Centrum | AMC - Amsterdam,Meibergdreef 9,1105 AZ ,Amsterdam,52.294964,4.953614,,020-5669111,
noord-holland,"/zorgorganisatie/6797/ziekenhuis/amsterdam/academisch-medisch-centrum-amc",ziekenhuis,Academisch Medisch Centrum | AMC - Amsterdam,Meibergdreef 9,1105 AZ ,Amsterdam,52.294964,4.953614,,020-5669111,
noord-holland,"/zorgorganisatie/6797/ziekenhuis/amsterdam/academisch-medisch-centrum-amc",ziekenhuis,Academisch Medisch Centrum | AMC - Amsterdam,Meibergdreef 9,1105 AZ ,Amsterdam,52.294964,4.953614,,020-5669111,
noord-holland,"/zorgorganisatie/803205/dietisten-praktijk/amsterdam-zuidoost/waterval-dietistenpraktijk-lydia",dietisten-praktijk,Waterval Diëtistenpraktijk Lydia - Amsterdam Zuidoost,Sleewijkstraat 39,1107 TT ,Amsterdam Zuidoost,52.290436,4.972830,,020-6090686,
noord-holland,"/zorgorganisatie/804206/fysiotherapiepraktijk/amsterdam-zuidoost/elsinga-a-meijer-fysiotherapie",fysiotherapiepraktijk,Elsinga & Meijer Fysiotherapie - Amsterdam Zuidoost,Florijn 5/a,1102 BA ,Amsterdam Zuidoost,52.648636,5.090616,,020-6951137,
noord-holland,"/zorgorganisatie/804208/fysiotherapiepraktijk/amsterdam-zuidoost/fitness-365-en-fysiotherapie-365",fysiotherapiepraktijk,Fitness 365 en Fysiotherapie 365 - Amsterdam Zuidoost,Snijdersbergweg 97,1105 AN ,Amsterdam Zuidoost,52.295799,4.946002,,020-6970500,
noord-holland,"/zorgorganisatie/804112/fysiotherapiepraktijk/amsterdam-zuidoost/center-multiprof-behandel-trainings-en-adviescentrum",fysiotherapiepraktijk,Center Multiprof Behandel- Trainings- en Adviescentrum - Amsterdam Zuidoost,Tafelbergweg 51,1105 BD ,Amsterdam Zuidoost,52.290318,4.963738,,020-5954225,
noord-holland,"/zorgorganisatie/805828/fysiotherapiepraktijk/amsterdam-zuidoost/fysiorelief",fysiotherapiepraktijk,Fysiorelief - Amsterdam Zuidoost,Spengenpad 28,1107 WH ,Amsterdam Zuidoost,52.291695,4.977881,,06-45642136,
noord-holland,"/zorgorganisatie/804207/fysiotherapiepraktijk/amsterdam-zuidoost/gezondheidscentrum-nellestein",fysiotherapiepraktijk,Gezondheidscentrum Nellestein - Amsterdam Zuidoost,Liendenhof 114,1108 HE ,Amsterdam Zuidoost,52.308060,4.982352,,020-6964040,
noord-holland,"/zorgorganisatie/807072/logopediepraktijk/amsterdam-zuidoost/amsterdamse-poort-praktijk-voor-logopedie",logopediepraktijk,Amsterdamse Poort Praktijk voor Logopedie - Amsterdam Zuidoost,Hofgeest 341,1102 ER ,Amsterdam Zuidoost,52.310425,4.954440,,020-6963582,
noord-holland,"/zorgorganisatie/807076/logopediepraktijk/amsterdam-zuidoost/ganzenhoef-logopedie",logopediepraktijk,Ganzenhoef Logopedie - Amsterdam Zuidoost,Grubbehoeve 45,1103 GH ,Amsterdam Zuidoost,52.321720,4.976154,,020-7861947,
noord-holland,"/zorgorganisatie/807075/logopediepraktijk/amsterdam-zuidoost/logopediepraktijk-klein-gooioord",logopediepraktijk,Logopediepraktijk Klein Gooioord - Amsterdam Zuidoost,Bijlmerdreef 1001/a,1103 TW ,Amsterdam Zuidoost,52.318630,4.962298,,020-6996219,
noord-holland,"/zorgorganisatie/807073/logopediepraktijk/amsterdam-zuidoost/logopediepraktijk-reigersbos",logopediepraktijk,Logopediepraktijk Reigersbos - Amsterdam Zuidoost,Peursumstraat 44,1106 BV ,Amsterdam Zuidoost,52.298595,4.977561,,020-6977244,
noord-holland,"/zorgorganisatie/809602/pedicure-praktijk/amsterdam-zuidoost/josette-voet-en-haar-service",pedicure-praktijk,Josette Voet en Haar Service - Amsterdam Zuidoost,Patrice Lumumbastraat 5/7,1102 JT ,Amsterdam Zuidoost,52.318581,4.958160,,020-6096947,
noord-holland,"/zorgorganisatie/809714/pedicure-praktijk/amsterdam-zuidoost/barning-de-wit-h",pedicure-praktijk,Barning-De Wit H - Amsterdam Zuidoost,Geerdinkhof 34,1103 PP ,Amsterdam Zuidoost,52.322872,4.982379,,020-6995489,
noord-holland,"/zorgorganisatie/809704/pedicure-praktijk/amsterdam-zuidoost/geuzebroek-j",pedicure-praktijk,Geuzebroek J - Amsterdam Zuidoost,Geerdinkhof 543,1103 RJ ,Amsterdam Zuidoost,52.327251,4.977678,,020-6950259,
noord-holland,"/zorgorganisatie/809709/pedicure-praktijk/amsterdam-zuidoost/pedicurepraktijk-voetservice",pedicure-praktijk,Pedicurepraktijk Voetservice - Amsterdam Zuidoost,Maldenhof 47,1106 EB ,Amsterdam Zuidoost,52.305058,4.968122,,020-6973007,
noord-holland,"/zorgorganisatie/809708/pedicure-praktijk/amsterdam-zuidoost/hadderingh-jantiena",pedicure-praktijk,Hadderingh Jantiena - Amsterdam Zuidoost,Mijehof 361,1106 HK ,Amsterdam Zuidoost,52.301414,4.971349,,020-6971665,
noord-holland,"/zorgorganisatie/809719/pedicure-praktijk/amsterdam-zuidoost/pedicurepunt",pedicure-praktijk,Pedicurepunt - Amsterdam Zuidoost,Millingenhof 131,1106 KJ ,Amsterdam Zuidoost,52.296883,4.967364,,020-7767635,
noord-holland,"/zorgorganisatie/809702/pedicure-praktijk/amsterdam-zuidoost/berghuizen-van-haarlem-a",pedicure-praktijk,Berghuizen-Van Haarlem A - Amsterdam Zuidoost,Cornelis Schuurmanhof 1,1106 WR ,Amsterdam Zuidoost,52.297939,4.993052,,020-6945320,
noord-holland,"/zorgorganisatie/809710/pedicure-praktijk/amsterdam-zuidoost/toe-time-salon",pedicure-praktijk,Toe-Time Salon - Amsterdam Zuidoost,Jan Nautahof 36,1106 ZD ,Amsterdam Zuidoost,52.296780,4.996687,,020-6979272,
noord-holland,"/zorgorganisatie/809571/pedicure-praktijk/amsterdam-zuidoost/indira-schoonheids-pedicure-en-kapsalon",pedicure-praktijk,Indira Schoonheids- Pedicure- en Kapsalon - Amsterdam Zuidoost,Wisseloord 93,1107 NB ,Amsterdam Zuidoost,52.296661,4.987325,,020-4095624,
noord-holland,"/zorgorganisatie/809706/pedicure-praktijk/amsterdam-zuidoost/ramgolam-pedicure-s",pedicure-praktijk,Ramgolam Pedicure S - Amsterdam Zuidoost,Tefelenstraat 112,1107 SN ,Amsterdam Zuidoost,52.294716,4.971169,,020-6964334,
noord-holland,"/zorgorganisatie/809716/pedicure-praktijk/amsterdam-zuidoost/neumann-inge",pedicure-praktijk,Neumann Inge - Amsterdam Zuidoost,Sleewijkstraat 16,1107 TV ,Amsterdam Zuidoost,52.291653,4.971985,,020-7071476,
noord-holland,"/zorgorganisatie/810235/pedicure-praktijk/amsterdam-zuidoost/vervoort-j-h-l",pedicure-praktijk,Vervoort J H L - Amsterdam Zuidoost,Provincialeweg 10,1108 AA ,Amsterdam Zuidoost,52.307373,5.009792,,0294-480654,
noord-holland,"/zorgorganisatie/809707/pedicure-praktijk/amsterdam-zuidoost/otte-i-m",pedicure-praktijk,Otte I M - Amsterdam Zuidoost,Liendenhof 32,1108 GZ ,Amsterdam Zuidoost,52.308243,4.983785,,020-6971466,
noord-holland,"/zorgorganisatie/810233/pedicure-praktijk/amsterdam-zuidoost/groenendaal-pedicure-annette",pedicure-praktijk,Groenendaal Pedicure Annette - Amsterdam Zuidoost,Herfststraat 22,1109 AZ ,Amsterdam Zuidoost,52.306961,5.017137,,0294-431213,
noord-holland,"/zorgorganisatie/810520/podotherapie-praktijk/amsterdam-zuidoost/podotherapie-praktijk-amsterdam-z-o",podotherapie-praktijk,Podotherapie Praktijk Amsterdam Z-O - Amsterdam Zuidoost,Niftrikhof 50,1106 SJ ,Amsterdam Zuidoost,52.300003,4.961504,,020-7779899,
noord-holland,"/zorgorganisatie/810938/psychologenpraktijk/amsterdam-zuidoost/jongleren-psychologische-praktijk-liesbeth-vegter",psychologenpraktijk,Jongleren Psychologische Praktijk Liesbeth Vegter - Amsterdam Zuidoost,Geerdinkhof 544,1103 RJ ,Amsterdam Zuidoost,52.327251,4.977678,,020-6000898,
noord-holland,"/zorgorganisatie/811003/psychologenpraktijk/amsterdam-zuidoost/schulte-consult",psychologenpraktijk,Schulte Consult - Amsterdam Zuidoost,Mijehof 160,1106 HR ,Amsterdam Zuidoost,52.301762,4.968018,,020-6974653,
noord-holland,"/zorgorganisatie/812250/revalidatiecentrum/amsterdam-zuidoost/visio",revalidatiecentrum,Visio - Amsterdam Zuidoost,Paasheuvelweg 17,1105 BE ,Amsterdam Zuidoost,52.296497,4.954688,,020-6970401,
noord-holland,"/zorgorganisatie/793203/oefentherapie-praktijk/andijk/de-blokkendoos",oefentherapie-praktijk,De Blokkendoos - Andijk,Keizerskroon 1,1619 XK ,Andijk,52.744724,5.220930,,0228-597035,
noord-holland,"/zorgorganisatie/793203/oefentherapie-praktijk/andijk/de-blokkendoos",oefentherapie-praktijk,De Blokkendoos - Andijk,Keizerskroon 1,1619 XK ,Andijk,52.744724,5.220930,,0228-597035,
noord-holland,"/zorgorganisatie/809845/pedicure-praktijk/andijk/oase-pedicuresalon",pedicure-praktijk,Oase Pedicuresalon - Andijk,Klamptweid 102,1619 DL ,Andijk,52.744785,5.215170,,0228-593686,
noord-holland,"/zorgorganisatie/809847/pedicure-praktijk/andijk/vries-van-den-heuvel-s-de",pedicure-praktijk,Vries-Van den Heuvel S de - Andijk,Dijkweg 102,1619 HE ,Andijk,52.751526,5.230649,,0228-720179,
noord-holland,"/zorgorganisatie/809844/pedicure-praktijk/andijk/op-goede-voet-pedicurepraktijk",pedicure-praktijk,Op Goede Voet Pedicurepraktijk - Andijk,Dijkweg 132,1619 HH ,Andijk,52.751411,5.224355,,0228-591889,
noord-holland,"/zorgorganisatie/796146/psychologenpraktijk/andijk/psychologenpraktijk-andijk",psychologenpraktijk,Psychologenpraktijk Andijk - Andijk,Kleingouw 202,1619 CJ ,Andijk,52.737198,5.178946,,0228-593346,
noord-holland,"/zorgorganisatie/794211/fysiotherapiepraktijk/anna-paulowna/groustra-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Groustra Praktijk voor Fysiotherapie - Anna Paulowna,Dominee Pareaulaan 16,1761 CC ,Anna Paulowna,52.860954,4.827479,,0223-532727,
noord-holland,"/zorgorganisatie/807079/logopediepraktijk/anna-paulowna/logopediepraktijk-noord-holland-noord",logopediepraktijk,Logopediepraktijk Noord-Holland-Noord - Anna Paulowna,Burgemeester Mijnlieffstraat 47,1761 BL ,Anna Paulowna,52.858997,4.831561,,0223-533833,
noord-holland,"/zorgorganisatie/809732/pedicure-praktijk/anna-paulowna/will-s-pedicuresalon",pedicure-praktijk,Will's Pedicuresalon - Anna Paulowna,Molenveld 55,1761 BS ,Anna Paulowna,52.861469,4.830166,,0223-531816,
noord-holland,"/zorgorganisatie/809733/pedicure-praktijk/anna-paulowna/maria-pedicuresalon",pedicure-praktijk,Maria Pedicuresalon - Anna Paulowna,Burgemeester Perksingel 18,1761 CM ,Anna Paulowna,52.861462,4.827173,,0223-533374,
noord-holland,"/zorgorganisatie/809734/pedicure-praktijk/anna-paulowna/bij-kijk-pedicurepraktijk",pedicure-praktijk,Bij Kijk Pedicurepraktijk - Anna Paulowna,Vrouw Steenlaan 3,1761 DL ,Anna Paulowna,52.860882,4.823002,,0223-534227,
noord-holland,"/zorgorganisatie/806220/fysiotherapiepraktijk/assendelft/fysioverheul-fysiotherapie-a-acupunctuur",fysiotherapiepraktijk,Fysioverheul- fysiotherapie & Acupunctuur - Assendelft,Dorpsstraat 574,1566 BZ ,Assendelft,52.474693,4.746490,,075-6874442,
noord-holland,"/zorgorganisatie/806203/fysiotherapiepraktijk/assendelft/kees-groen-praktijk",fysiotherapiepraktijk,Kees Groen Praktijk - Assendelft,Dorpsstraat 995/d,1566 JD ,Assendelft,52.490868,4.761766,,075-6408200,
noord-holland,"/zorgorganisatie/797340/fysiotherapiepraktijk/assendelft/fysiotherapiepraktijk-de-boer-en-boon",fysiotherapiepraktijk,Fysiotherapiepraktijk de Boer en Boon - Assendelft,Delftlaan 5,1566 VA ,Assendelft,52.466652,4.741663,,075-6874010,
noord-holland,"/zorgorganisatie/804256/fysiotherapiepraktijk/avenhorn/denderen-fysiotherapiepraktijk-rene-van",fysiotherapiepraktijk,Denderen Fysiotherapiepraktijk René van - Avenhorn,Wieken 55,1633 GV ,Avenhorn,52.621593,4.953772,,0229-542874,
noord-holland,"/zorgorganisatie/809880/pedicure-praktijk/avenhorn/otter-anneke-praktijk-voor-voetverzorging",pedicure-praktijk,Otter Anneke Praktijk voor Voetverzorging - Avenhorn,Grosthuizen 100,1633 ER ,Avenhorn,52.616276,4.966169,,0229-541528,
noord-holland,"/zorgorganisatie/809881/pedicure-praktijk/avenhorn/weerd-t-de",pedicure-praktijk,Weerd T de - Avenhorn,Koningsspil 21,1633 GL ,Avenhorn,52.620361,4.954264,,0229-541840,
noord-holland,"/zorgorganisatie/811024/psychologenpraktijk/avenhorn/koopman-drs-a-h-m",psychologenpraktijk,Koopman Drs A H M - Avenhorn,Grosthuizen 119,1633 ES ,Avenhorn,52.617809,4.977891,,0229-542827,
noord-holland,"/zorgorganisatie/793253/fysiotherapiepraktijk/badhoevedorp/back-in-shape-broers-fysiotherapie",fysiotherapiepraktijk,Back in Shape Broers Fysiotherapie - Badhoevedorp,Lorentzplein 46,1171 BB ,Badhoevedorp,52.339233,4.779156,,020-4492969,
noord-holland,"/zorgorganisatie/797603/fysiotherapiepraktijk/badhoevedorp/praktijk-voor-fysiotherapie-aan-de-badhoeve",fysiotherapiepraktijk,Praktijk voor Fysiotherapie Aan de Badhoeve - Badhoevedorp,Badhoevelaan 25,1171 DA ,Badhoevedorp,52.341312,4.789046,,020-6597728,
noord-holland,"/zorgorganisatie/813613/fysiotherapiepraktijk/badhoevedorp/burger-fysio-en-manuele-therapie",fysiotherapiepraktijk,Burger Fysio en manuele therapie - Badhoevedorp,Uiverstraat 62a,1171 GZ ,Badhoevedorp,52.335495,4.793318,,020-3581614,
noord-holland,"/zorgorganisatie/804165/fysiotherapiepraktijk/badhoevedorp/burger-gloudemans-a-meijsen",fysiotherapiepraktijk,Burger Gloudemans & Meijsen - Badhoevedorp,Uiverstraat 62,1171 GZ ,Badhoevedorp,52.335495,4.793318,,020-6597085,
noord-holland,"/zorgorganisatie/804082/fysiotherapiepraktijk/badhoevedorp/gloudemans-fysio-manueeltherapeut-j-a-m-m",fysiotherapiepraktijk,Gloudemans Fysio-Manueeltherapeut J A M M - Badhoevedorp,Uiverstraat 62,1171 GZ ,Badhoevedorp,52.335495,4.793318,,020-3581615,
noord-holland,"/zorgorganisatie/804093/fysiotherapiepraktijk/badhoevedorp/venen-fysiotherapie-de-ronde",fysiotherapiepraktijk,Venen Fysiotherapie de Ronde - Badhoevedorp,Meidoornweg 37,1171 JV ,Badhoevedorp,52.332779,4.798099,,020-4490737,
noord-holland,"/zorgorganisatie/804166/fysiotherapiepraktijk/badhoevedorp/spekman-fysiotherapie-c-h",fysiotherapiepraktijk,Spekman Fysiotherapie C H - Badhoevedorp,Spechtstraat 6,1171 SV ,Badhoevedorp,52.338539,4.790388,,020-6598343,
noord-holland,"/zorgorganisatie/804081/fysiotherapiepraktijk/badhoevedorp/fit-inn",fysiotherapiepraktijk,Fit Inn - Badhoevedorp,Sloterweg 301,1171 VB ,Badhoevedorp,52.333046,4.770172,,020-3580756,
noord-holland,"/zorgorganisatie/807061/logopediepraktijk/badhoevedorp/badhoevedorp-logopediepraktijk",logopediepraktijk,Badhoevedorp Logopediepraktijk - Badhoevedorp,Pa Verkuyllaan 20/d,1171 EE ,Badhoevedorp,52.336464,4.781014,,020-6592695,
noord-holland,"/zorgorganisatie/807965/mondhygienisten-praktijk/badhoevedorp/a-m-gehrels-praktijk-voor-mondhygiene",mondhygienisten-praktijk,A.m. Gehrels Praktijk voor Mondhygiëne - Badhoevedorp,Havikstraat 13,1171 DX ,Badhoevedorp,52.338924,4.783754,,020-6597531,
noord-holland,"/zorgorganisatie/816486/mondhygienisten-praktijk/badhoevedorp/mondzorg-bhd",mondhygienisten-praktijk,Mondzorg-bhd - Badhoevedorp,Spechtstraat 11,1171 SR ,Badhoevedorp,52.337997,4.791266,,06-26906080,
noord-holland,"/zorgorganisatie/809664/pedicure-praktijk/badhoevedorp/laan-jacobs-r-m-vd",pedicure-praktijk,Laan-Jacobs R M vd - Badhoevedorp,Kamerlingh Onneslaan 126,1171 AK ,Badhoevedorp,52.338535,4.773552,,020-6597716,
noord-holland,"/zorgorganisatie/809676/pedicure-praktijk/badhoevedorp/schilders-heidi-voetverzorging",pedicure-praktijk,Schilders Heidi Voetverzorging - Badhoevedorp,Parmentierstraat 2,1171 GA ,Badhoevedorp,52.333313,4.782997,,020-6696888,
noord-holland,"/zorgorganisatie/809717/pedicure-praktijk/badhoevedorp/kraayveld-studio",pedicure-praktijk,Kraayveld Studio - Badhoevedorp,Kraayveld 49,1171 JG ,Badhoevedorp,52.334370,4.788836,,020-7370567,
noord-holland,"/zorgorganisatie/809666/pedicure-praktijk/badhoevedorp/kliffen-c",pedicure-praktijk,Kliffen C - Badhoevedorp,Leliestraat 20,1171 MK ,Badhoevedorp,52.345322,4.775522,,020-6598344,
noord-holland,"/zorgorganisatie/809667/pedicure-praktijk/badhoevedorp/spall-huid-en-voetverzorging-jacqueline-van",pedicure-praktijk,Spall Huid en Voetverzorging Jacqueline van - Badhoevedorp,Leeuwerikstraat 35,1171 TW ,Badhoevedorp,52.340137,4.785508,,020-6598863,
noord-holland,"/zorgorganisatie/809665/pedicure-praktijk/badhoevedorp/alinda-pedicure-en-manicure",pedicure-praktijk,Alinda Pedicure en Manicure - Badhoevedorp,Anemoonlaan 24,1171 WE ,Badhoevedorp,52.344364,4.775661,,020-6598147,
noord-holland,"/zorgorganisatie/810906/psychologenpraktijk/badhoevedorp/bosgroep-de",psychologenpraktijk,Bosgroep de - Badhoevedorp,Swammerdamstraat 20,1171 XJ ,Badhoevedorp,52.341766,4.781736,,020-3582923,
noord-holland,"/zorgorganisatie/809765/pedicure-praktijk/barsingerhorn/pedicuresalons-nhn",pedicure-praktijk,Pedicuresalons Nhn - Barsingerhorn,Kreil 20,1768 BT ,Barsingerhorn,52.800385,4.868557,,0224-531869,
noord-holland,"/zorgorganisatie/809766/pedicure-praktijk/barsingerhorn/leering-vee-pedicure-p",pedicure-praktijk,Leering Vee-Pedicure P - Barsingerhorn,Mieldijk 18,1768 BV ,Barsingerhorn,52.795441,4.853860,,0224-533235,
noord-holland,"/zorgorganisatie/804289/fysiotherapiepraktijk/bennebroek/swaalf-verroen-a",fysiotherapiepraktijk,Swaalf-Verroen A - Bennebroek,Schoollaan 2,2121 GG ,Bennebroek,52.321213,4.601127,,023-5294996,
noord-holland,"/zorgorganisatie/804337/fysiotherapiepraktijk/bennebroek/zaalberg-peter",fysiotherapiepraktijk,Zaalberg Peter - Bennebroek,Reek 24,2121 GT ,Bennebroek,52.320305,4.603171,,023-5847316,
noord-holland,"/zorgorganisatie/805750/fysiotherapiepraktijk/bennebroek/schut-fysio-visions-r",fysiotherapiepraktijk,Schut Fysio-Visions R - Bennebroek,Meerweg 76,2121 VC ,Bennebroek,52.318184,4.610683,,06-21247397,
noord-holland,"/zorgorganisatie/6900/ggz-instelling/bennebroek/ggz-ingeest-locatie-bennebroek",ggz-instelling,GGZ inGeest locatie Bennebroek - Bennebroek,Rijksstraatweg 113,2121 AD ,Bennebroek,52.317997,4.590592,,023-5832911,
noord-holland,"/zorgorganisatie/807108/logopediepraktijk/bennebroek/logopedie-zuid-kennemerland-groepspraktijk",logopediepraktijk,Logopedie Zuid-Kennemerland Groepspraktijk - Bennebroek,Binnenweg 69,2121 GW ,Bennebroek,52.321854,4.601844,,023-5845068,
noord-holland,"/zorgorganisatie/810015/pedicure-praktijk/bennebroek/diest-pedicure-praktijk-van",pedicure-praktijk,Diest Pedicure Praktijk van - Bennebroek,Tulpenlaan 42,2121 SE ,Bennebroek,52.324158,4.589255,,023-5848209,
noord-holland,"/zorgorganisatie/804263/fysiotherapiepraktijk/bentveld/bentveld-fysiotherapie",fysiotherapiepraktijk,Bentveld Fysiotherapie - Bentveld,Zandvoortselaan 369,2116 EP ,Bentveld,52.365505,4.575265,,023-5242776,
